TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Other Theft,2025,1,11,15,53,2XX BURRARD ST,Central Business District,491602.097,5459484.4883
Other Theft,2025,1,14,16,39,2XX BURRARD ST,Central Business District,491602.097,5459484.4883
Other Theft,2025,1,24,10,8,2XX BURRARD ST,Central Business District,491602.6577,5459485.0197
Other Theft,2025,1,24,17,38,2XX BURRARD ST,Central Business District,491602.6577,5459485.0197
Other Theft,2025,1,26,16,17,2XX BURRARD ST,Central Business District,491602.6577,5459485.0197
Other Theft,2025,1,28,12,20,2XX BURRARD ST,Central Business District,491602.6577,5459485.0197
Other Theft,2025,1,4,14,15,2XX BURRARD ST,Central Business District,491603.6933,5459486.0136
Other Theft,2025,1,10,12,33,2XX BURRARD ST,Central Business District,491603.6933,5459486.0136
Other Theft,2025,1,11,11,58,2XX BURRARD ST,Central Business District,491603.6933,5459486.0136
Other Theft,2025,1,11,12,15,2XX BURRARD ST,Central Business District,491603.6933,5459486.0136
Other Theft,2025,1,26,17,52,2XX BURRARD ST,Central Business District,491603.6933,5459486.0136
Other Theft,2025,1,12,1,30,2XX CARRALL ST,Central Business District,492424.2023,5458954.0765
Other Theft,2025,1,24,14,30,2XX CARRALL ST,Central Business District,492424.2023,5458954.0765
Other Theft,2025,1,8,13,0,2XX E 37TH AVE,Riley Park,492745.4794,5453828.9945
Other Theft,2025,1,23,9,58,2XX E 7TH AVE,Mount Pleasant,492707.3948,5456869.3942
Other Theft,2025,1,1,2,0,2XX E 7TH AVE,Mount Pleasant,492750.8895,5456877.3197
Other Theft,2025,1,2,16,30,2XX E BROADWAY AVE,Mount Pleasant,492743.054,5456679.4897
Other Theft,2025,1,28,3,17,2XX E HASTINGS ST,Strathcona,492855.3673,5458730.1656
Other Theft,2025,1,20,0,0,2XX KINGSWAY AVE,Mount Pleasant,492830.8604,5456576.8412
Other Theft,2025,1,19,12,50,2XX MAIN ST,Central Business District,492753.4264,5458918.5057
Other Theft,2025,1,4,19,45,2XX ROBSON ST,Central Business District,491589.0114,5458444.6546
Other Theft,2025,1,14,10,20,2XX UNION ST,Strathcona,492867.5274,5458330.1208
Other Theft,2025,1,19,6,1,2XX W HASTINGS ST,Central Business District,492023.8881,5458870.594
Other Theft,2025,1,7,22,0,2XX W KING EDWARD AVE,Riley Park,491920.7534,5455120.2344
Other Theft,2025,1,2,20,45,30XX E 7TH AVE,Hastings-Sunrise,497028.1834,5456792.6203
Other Theft,2025,1,6,13,56,30XX GRANDVIEW HWY,Renfrew-Collingwood,496985.9589,5456158.8457
Other Theft,2025,1,27,20,4,30XX W BROADWAY AVE,Kitsilano,487361.4546,5456832.8237
Other Theft,2025,1,16,14,0,31XX E 1ST AVE,Hastings-Sunrise,497266.6912,5457396.3256
Other Theft,2025,1,6,16,0,31XX E 54TH AVE,Killarney,497071.4676,5451926.5763
Other Theft,2025,1,24,16,54,31XX E BROADWAY AVE,Renfrew-Collingwood,497248.1034,5456566.2411
Other Theft,2025,1,2,15,25,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2025,1,2,20,14,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2025,1,3,18,5,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2025,1,3,22,35,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2025,1,4,9,35,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2025,1,4,11,5,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2025,1,5,17,29,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2025,1,6,22,47,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2025,1,7,17,30,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2025,1,7,21,0,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2025,1,12,14,40,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2025,1,12,16,40,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2025,1,12,17,20,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2025,1,13,12,10,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2025,1,13,21,40,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2025,1,15,20,28,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2025,1,16,14,30,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2025,1,22,15,58,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2025,1,22,16,15,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2025,1,22,16,54,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2025,1,22,17,15,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2025,1,23,17,11,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2025,1,23,19,27,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2025,1,24,15,31,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2025,1,24,19,44,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2025,1,25,15,44,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2025,1,25,22,5,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2025,1,26,14,26,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2025,1,26,19,51,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2025,1,26,20,46,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2025,1,26,22,17,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2025,1,28,14,19,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2025,1,28,15,25,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2025,1,28,17,47,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2025,1,29,8,1,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2025,1,29,9,10,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2025,1,29,21,8,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2025,1,2,21,2,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2025,1,5,20,27,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2025,1,6,21,0,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2025,1,7,12,45,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2025,1,8,21,20,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2025,1,8,22,45,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2025,1,9,14,10,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2025,1,9,15,6,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2025,1,9,15,45,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2025,1,10,19,5,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2025,1,10,22,55,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2025,1,11,7,48,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2025,1,11,14,8,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2025,1,11,15,47,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2025,1,11,18,48,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2025,1,11,20,18,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2025,1,13,22,50,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2025,1,14,21,7,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2025,1,15,15,51,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2025,1,17,14,32,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2025,1,17,20,52,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2025,1,19,8,42,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2025,1,19,11,5,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2025,1,20,12,40,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2025,1,20,19,17,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2025,1,20,20,36,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2025,1,21,21,17,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2025,1,22,19,28,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2025,1,27,14,56,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2025,1,6,12,12,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.4131,5456155.9402
Other Theft,2025,1,25,15,0,31XX IVANHOE ST [IFO 3120 IVANHOE ST],Renfrew-Collingwood,497089.2382,5453587.9593
Other Theft,2025,1,4,19,24,31XX KINGSWAY AVE,Renfrew-Collingwood,497154.6129,5453642.7699
Other Theft,2025,1,6,0,1,31XX W 2ND AVE,Kitsilano,487252.953,5457510.9541
Other Theft,2025,1,6,20,5,31XX YUKON ST,Mount Pleasant,491770.5711,5456033.3662
Other Theft,2025,1,10,20,29,32XX E 27TH AVE,Renfrew-Collingwood,497341.5384,5454836.6727
Other Theft,2025,1,16,11,45,32XX W 41ST AVE,Kerrisdale,487203.1772,5453561.6767
Other Theft,2025,1,10,17,48,33XX KINGSWAY AVE,Renfrew-Collingwood,497467.7486,5453414.9271
Other Theft,2025,1,8,18,15,33XX KINGSWAY AVE,Renfrew-Collingwood,497470.3389,5453412.8775
Other Theft,2025,1,17,17,47,33XX KINGSWAY AVE,Renfrew-Collingwood,497470.3389,5453412.8775
Other Theft,2025,1,28,16,23,33XX KINGSWAY AVE,Renfrew-Collingwood,497470.3389,5453412.8775
Other Theft,2025,1,30,19,32,33XX KINGSWAY AVE,Renfrew-Collingwood,497470.3389,5453412.8775
Other Theft,2025,1,16,17,1,34XX CAMBIE ST,Riley Park,491621.0258,5455705.8409
Other Theft,2025,1,1,12,59,34XX E 48TH AVE,Killarney,497776.2836,5452500.131
Other Theft,2025,1,9,17,0,34XX KINGSWAY AVE,Renfrew-Collingwood,497635.7353,5453285.3516
Other Theft,2025,1,6,13,38,34XX KINGSWAY AVE,Renfrew-Collingwood,497691.2415,5453254.8617
Other Theft,2025,1,8,9,30,34XX KINGSWAY AVE,Renfrew-Collingwood,497691.2415,5453254.8617
Other Theft,2025,1,23,12,51,34XX KINGSWAY AVE,Renfrew-Collingwood,497691.2415,5453254.8617
Other Theft,2025,1,23,16,37,34XX KINGSWAY AVE,Renfrew-Collingwood,497691.2415,5453254.8617
Other Theft,2025,1,24,14,30,34XX KINGSWAY AVE,Renfrew-Collingwood,497691.2415,5453254.8617
Other Theft,2025,1,24,21,51,34XX KINGSWAY AVE,Renfrew-Collingwood,497691.2415,5453254.8617
Other Theft,2025,1,10,18,16,34XX KINGSWAY AVE,Renfrew-Collingwood,497691.9514,5453254.634
Other Theft,2025,1,22,17,12,34XX KINGSWAY AVE,Renfrew-Collingwood,497691.9514,5453254.634
Other Theft,2025,1,7,19,15,34XX KINGSWAY AVE,Renfrew-Collingwood,497856.3874,5453255.2299
Other Theft,2025,1,1,2,46,34XX MAIN ST,Riley Park,492664.7985,5455691.4812
Other Theft,2025,1,10,11,15,34XX PORTER ST,Kensington-Cedar Cottage,495160.9109,5455729.1447
Other Theft,2025,1,6,14,21,34XX W 40TH AVE,Dunbar-Southlands,486781.4634,5453677.5852
Other Theft,2025,1,11,6,52,34XX WINDERMERE ST,Renfrew-Collingwood,497333.7309,5455621.9354
Other Theft,2025,1,6,16,3,35XX GRANDVIEW HWY,Renfrew-Collingwood,498072.7748,5456160.7021
Other Theft,2025,1,21,19,13,35XX GRANDVIEW HWY,Renfrew-Collingwood,498072.7748,5456160.7021
Other Theft,2025,1,25,12,54,35XX GRANDVIEW HWY,Renfrew-Collingwood,498072.7748,5456160.7021
Other Theft,2025,1,30,21,23,35XX GRANDVIEW HWY,Renfrew-Collingwood,498072.7748,5456160.7021
Other Theft,2025,1,26,9,12,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2025,1,8,14,30,35XX SAWMILL CRES,Killarney,498003.0244,5450381.1837
Other Theft,2025,1,11,23,25,36XX E 47TH AVE,Killarney,498174.7502,5452617.6798
Other Theft,2025,1,3,19,23,37XX COMMERCIAL ST,Kensington-Cedar Cottage,495050.3382,5455437.2525
Other Theft,2025,1,11,19,43,39XX DUMFRIES ST,Kensington-Cedar Cottage,494657.4352,5455153.3114
Other Theft,2025,1,28,12,47,39XX VICTORIA DR,Kensington-Cedar Cottage,495271.2362,5455238.5683
Other Theft,2025,1,11,0,0,39XX W 19TH AVE,Dunbar-Southlands,485939.3403,5455892.5307
Other Theft,2025,1,10,21,30,39XX W 36TH AVE,Dunbar-Southlands,486095.1089,5454097.2832
Other Theft,2025,1,7,3,50,3X SMITHE ST,Central Business District,491788.0426,5458016.558
Other Theft,2025,1,24,7,1,3X SMITHE ST,Central Business District,491788.0426,5458016.558
Other Theft,2025,1,24,19,21,3X SMITHE ST,Central Business District,491788.0426,5458016.558
Other Theft,2025,1,13,18,55,3X SMITHE ST,Central Business District,491792.4884,5458018.0704
Other Theft,2025,1,25,13,8,3X W HASTINGS ST,Central Business District,492341.0692,5458776.8842
Other Theft,2025,1,6,17,27,3XX ABBOTT ST,Central Business District,492213.7305,5458862.1489
Other Theft,2025,1,13,17,55,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,1,14,16,58,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,1,15,11,0,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,1,26,11,55,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,1,2,14,23,3XX ABBOTT ST,Central Business District,492218.7053,5458879.6576
Other Theft,2025,1,2,18,4,3XX ABBOTT ST,Central Business District,492218.7053,5458879.6576
Other Theft,2025,1,10,14,40,3XX ABBOTT ST,Central Business District,492218.7053,5458879.6576
Other Theft,2025,1,21,18,19,3XX ABBOTT ST,Central Business District,492218.7053,5458879.6576
Other Theft,2025,1,26,19,23,3XX ABBOTT ST,Central Business District,492218.7053,5458879.6576
Other Theft,2025,1,8,13,1,3XX ABBOTT ST,Central Business District,492219.1855,5458881.348
Other Theft,2025,1,8,19,18,3XX ABBOTT ST,Central Business District,492219.1855,5458881.348
Other Theft,2025,1,13,19,20,3XX ABBOTT ST,Central Business District,492219.1855,5458881.348
Other Theft,2025,1,19,14,59,3XX ABBOTT ST,Central Business District,492219.1855,5458881.348
Other Theft,2025,1,1,12,30,3XX ALEXANDER ST,Strathcona,492972.0127,5459032.2628
Other Theft,2025,1,11,14,48,3XX BUTE ST,Central Business District,491116.4691,5459615.3162
Other Theft,2025,1,22,15,47,3XX CAMBIE ST,Central Business District,492055.0436,5458975.7187
Other Theft,2025,1,1,4,44,3XX CAMBIE ST,Central Business District,492064.4008,5458975.0476
Other Theft,2025,1,9,9,7,3XX CARRALL ST,Central Business District,492407.8434,5458753.6732
Other Theft,2025,1,2,17,18,3XX E 8TH AVE,Mount Pleasant,492880.8765,5456773.4009
Other Theft,2025,1,5,11,55,3XX E 8TH AVE,Mount Pleasant,492880.8765,5456773.4009
Other Theft,2025,1,3,15,2,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,1,4,20,38,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,1,7,18,21,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,1,9,12,35,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,1,10,11,54,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,1,10,13,12,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,1,11,15,24,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,1,11,18,5,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,1,15,10,30,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,1,23,14,29,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,1,24,17,0,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,1,25,8,47,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,1,25,14,16,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,1,26,12,18,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,1,5,18,54,3XX E HASTINGS ST,Strathcona,492979.2196,5458726.7517
Other Theft,2025,1,8,8,48,3XX E HASTINGS ST,Strathcona,492996.1508,5458726.2497
Other Theft,2025,1,27,16,15,3XX POWELL ST,Strathcona,492946.933,5458941.3088
Other Theft,2025,1,14,21,51,3XX RAILWAY ST,Strathcona,492894.0175,5459074.0787
Other Theft,2025,1,28,9,14,3XX ROBSON ST,Central Business District,491553.4976,5458467.2063
Other Theft,2025,1,2,20,2,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,1,2,21,19,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,1,3,8,33,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,1,3,19,15,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,1,4,10,31,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,1,5,16,59,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,1,5,21,44,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,1,7,18,20,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,1,7,19,20,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,1,8,16,41,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,1,9,9,40,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,1,9,20,14,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,1,23,22,40,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,1,25,7,11,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,1,25,9,12,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,1,25,15,15,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,1,26,19,11,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,1,30,18,59,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,1,7,12,40,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2025,1,7,12,53,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2025,1,7,13,20,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2025,1,7,16,50,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2025,1,10,11,28,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2025,1,10,16,20,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2025,1,11,9,0,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2025,1,11,9,38,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2025,1,11,15,49,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2025,1,16,14,7,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2025,1,16,21,31,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2025,1,17,12,58,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2025,1,19,17,8,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2025,1,20,12,46,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2025,1,22,10,44,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2025,1,22,14,56,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2025,1,27,10,13,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2025,1,29,22,0,3XX W 10TH AVE,Mount Pleasant,491820.8992,5456614.5947
Other Theft,2025,1,10,18,7,3XX W 1ST AVE,Mount Pleasant,491769.016,5457317.1161
Other Theft,2025,1,26,10,54,3XX W BROADWAY AVE,Mount Pleasant,491909.5999,5456710.9745
Other Theft,2025,1,7,15,0,3XX W GEORGIA ST,Central Business District,491651.5374,5458615.1804
Other Theft,2025,1,30,18,0,3XX W GEORGIA ST,Central Business District,491651.5374,5458615.1804
Other Theft,2025,1,1,0,0,3XX WATER ST,Central Business District,492006.9012,5459085.9853
Other Theft,2025,1,15,12,0,40XX BEATRICE ST,Kensington-Cedar Cottage,495120.7361,5455148.4627
Other Theft,2025,1,11,17,54,40XX FRASER ST,Kensington-Cedar Cottage,493443.6881,5455123.5211
Other Theft,2025,1,6,18,30,40XX W 35TH AVE,Dunbar-Southlands,485811.2325,5454209.1957
Other Theft,2025,1,20,11,56,41XX W 29TH AVE,Dunbar-Southlands,485431.4235,5454930.6597
Other Theft,2025,1,27,15,0,42XX ASH ST,South Cambie,491369.8544,5454986.6888
Other Theft,2025,1,12,20,8,43XX DUNBAR ST,Dunbar-Southlands,486523.0069,5455021.4008
Other Theft,2025,1,30,18,25,43XX MAIN ST,Riley Park,492635.117,5454792.3918
Other Theft,2025,1,24,17,12,44XX MAIN ST,Riley Park,492624.8075,5454753.3956
Other Theft,2025,1,7,11,14,45XX CLANCY LORANGER WAY,Riley Park,492098.3488,5454510.5986
Other Theft,2025,1,24,9,0,45XX OAK ST,South Cambie,490713.8361,5454739.5944
Other Theft,2025,1,26,21,8,45XX PICTON ST,Renfrew-Collingwood,497115.1908,5454571.1265
Other Theft,2025,1,14,12,23,46XX COMMERCIAL ST,Kensington-Cedar Cottage,495047.162,5454496.3315
Other Theft,2025,1,19,17,44,47XX ARGYLE ST,Kensington-Cedar Cottage,494852.5946,5454406.0305
Other Theft,2025,1,2,4,59,48XX KNIGHT ST,Kensington-Cedar Cottage,494446.0144,5454176.4294
Other Theft,2025,1,20,19,20,48XX SLOCAN ST,Renfrew-Collingwood,496083.6994,5454174.2753
Other Theft,2025,1,21,15,16,49XX FRASER ST,Kensington-Cedar Cottage,493425.8062,5454145.9681
Other Theft,2025,1,17,12,55,49XX HEATHER ST,South Cambie,491212.2985,5454199.2861
Other Theft,2025,1,22,17,16,49XX QUEBEC ST,Riley Park,492525.5938,5454173.778
Other Theft,2025,1,26,17,54,49XX QUEBEC ST,Riley Park,492525.5938,5454173.778
